id,name,est_diameter_min,est_diameter_max,relative_velocity,miss_distance,orbiting_body,sentry_object,absolute_magnitude,hazardous
104778585,5604 (1992 FE),0.9344476509,2.0894884689,34050.2873909528,46645465.44726352,Earth,False,17.27,True
229422869,(2021 VV22),0.0106795998,0.023880311,18724.8097761319,2847909.147223603,Earth,False,26.98,False
430687289,(2019 XV),0.0038419789,0.008590926,6531.5315900546,1487683.931942323,Earth,False,29.2,False
443279000,(2022 DV),0.0130784109,0.0292442157,20344.2196365952,43104983.28189272,Earth,False,26.54,False
266526620,(2011 GX65),0.1272198785,0.2844722965,81101.3409925542,67905042.25218129,Earth,False,21.6,False
111016513,(2015 FJ35),0.040230458,0.0899580388,43287.2263748624,28325728.19392856,Earth,False,24.1,False
134418660,(2016 WR),0.0133215567,0.0297879063,27944.8621982154,4177722.835909388,Earth,False,26.5,False
127473164,(2018 RR5),0.0146067964,0.0326617897,16531.3479617,53074569.01234992,Earth,False,26.3,False
442017561,(2019 SV8),0.2016299194,0.4508582062,52809.5384532572,54049064.22804075,Earth,False,20.6,False
186003857,(2013 RT43),0.0366906138,0.0820427065,26483.3683200278,5038804.031768389,Earth,False,24.3,False
156598807,(2011 FY22),0.0555334912,0.1241766613,15941.9127413266,24572478.797413908,Earth,False,23.4,False
251860642,(2022 EV4),0.0117639989,0.0263051013,73621.9382358348,62895232.30719015,Earth,False,26.77,False
366441161,(2020 GZ2),0.0069912523,0.0156329154,27618.7578560082,16747141.51054149,Earth,False,27.9,False
192163720,(2016 UO41),0.0350392641,0.0783501764,70522.3848361673,29038321.23678721,Earth,False,24.4,False
56805536,(2019 PJ1),0.2658,0.5943468684,79961.9451615814,52114503.54344588,Earth,False,20.0,False
92026918,436771 (2012 JG11),0.4154846434,0.9290519063,67155.906335909,30265285.372582488,Earth,False,19.03,False
154456997,(2014 KE45),0.2658,0.5943468684,56878.8604166466,54679916.14202355,Earth,False,20.0,False
338920887,(2021 CC2),0.0683211199,0.1527706684,43887.7091860182,48497111.09353685,Earth,False,22.95,False
56079004,(2009 SW),0.1010543415,0.2259643771,18194.6547080977,23353244.93707365,Earth,False,22.1,False
100560705,(2011 AH5),0.0167708462,0.0375007522,25769.9522821888,31910598.590492137,Earth,False,26.0,False
452768728,425450 (2010 EV45),0.3210369174,0.7178603705,13863.8381977351,36976405.8755436,Earth,False,19.59,False
303832248,(2016 FG14),0.0152951935,0.0342010925,48133.7072778632,5666803.473405179,Earth,False,26.2,False
290405715,(2021 PT3),0.0196134944,0.0438571068,26723.9310778505,69277309.43776695,Earth,False,25.66,False
135846051,(2005 CN),0.0732073989,0.1636967205,18779.9421273222,23358917.56862576,Earth,False,22.8,False
478224160,(2015 SW6),0.0342416731,0.0765667087,74777.1052424605,54034782.20915057,Earth,False,24.45,False
228602366,(2011 MC),0.1460679643,0.3266178974,92577.5078390392,60357349.755834974,Earth,False,21.3,False
335219305,(2018 MC7),0.0152951935,0.0342010925,20549.1208370751,72224078.9162003,Earth,False,26.2,False
197605362,(2019 KZ2),0.1394938229,0.3119176705,67641.0761074442,47859116.30013558,Earth,False,21.4,False
124632949,(2021 JL4),0.0600558028,0.1342888574,30447.5031380279,15892885.852139322,Earth,False,23.23,False
75879774,(2011 GP44),0.0350392641,0.0783501764,82920.6547258115,59629209.64961806,Earth,False,24.4,False
242889546,163023 (2001 XU1),0.3330849243,0.744800533,79535.640730387,69465521.00133859,Earth,False,19.51,False
211523597,(2021 FP2),0.0025150984,0.0056239309,32002.0361069795,70334755.35591152,Earth,False,30.12,False
274839955,(2020 QL1),0.040230458,0.0899580388,57042.3163011113,33985827.109674364,Earth,False,24.1,False
183717732,(2021 JL6),0.0300992017,0.067303861,23159.5010466649,63345487.63797792,Earth,False,24.73,False
336638725,(2008 LA),0.063760979,0.1425738833,45367.3982975501,10683529.28304706,Earth,False,23.1,False
392679846,(2019 SL3),0.0101054342,0.0225964377,28891.0776097977,63474101.68402919,Earth,False,27.1,False
112862342,(2012 EP10),0.0040230458,0.0089958039,14637.5801937238,6228887.670034475,Earth,False,29.1,False
372762537,(2017 OE7),0.0152951935,0.0342010925,23605.7991385978,73467085.94253415,Earth,False,26.2,False
67418650,23187 (2000 PN9),1.6693791177,3.7328451875,118447.945735397,17489482.74808028,Earth,False,16.01,True
273326754,(2016 RC20),0.2210828104,0.4943561926,67888.6414071725,44862617.3182394,Earth,False,20.4,False
113534002,(2020 VX1),0.0699125232,0.1563291544,55247.7242706772,39647152.8177129,Earth,False,22.9,False
204694317,(2017 FZ),0.058150704,0.130028927,64755.7553090797,15432770.316302834,Earth,False,23.3,False
240581412,(2015 DR215),0.2101623793,0.4699373665,78696.7549410906,57908375.11851376,Earth,False,20.51,True
62400840,(2018 HM),0.0092162655,0.0206081961,41291.5124462393,56547377.91838412,Earth,False,27.3,False
499825644,(2022 AB1),0.005377185,0.0120237511,21437.9271073355,607492.161702941,Earth,False,28.47,False
154799400,(2012 HP13),0.0384197891,0.0859092601,46013.9053940291,20615724.89587113,Earth,False,24.2,False
306431719,(2017 XH2),0.0506471459,0.1132504611,72068.6674409566,12293460.974084932,Earth,False,23.6,False
226980292,(2010 PQ10),0.1214940408,0.2716689341,29716.3536599043,68470855.51979543,Earth,False,21.7,False
173814581,(2015 XT1),0.058150704,0.130028927,45005.1771718562,17700538.639430486,Earth,False,23.3,False
313786016,(2021 CY10),0.1063053145,0.2377059096,36539.6033332174,38729203.69698913,Earth,False,21.99,False
335628511,(2019 YM2),0.0840533402,0.1879489824,33680.180535426,35882680.903146386,Earth,False,22.5,False
440036767,(2021 GF11),0.0560473362,0.1253256538,73682.5827400294,74328375.33374882,Earth,False,23.38,False
341182535,(2015 FB118),0.0483676488,0.1081533507,40847.5578423697,4149297.101359847,Earth,False,23.7,False
72068071,252558 (2001 WT1),0.2424124811,0.5420507863,40297.9119293286,73904786.61615726,Earth,False,20.2,False
252074395,(2015 MQ101),0.2874451443,0.6427468824,79786.5097198849,47700957.21331165,Earth,False,19.83,False
405557363,(2017 FH128),0.1272198785,0.2844722965,81879.9151732834,57631108.00277025,Earth,False,21.6,False
151358350,(2021 VT3),0.0231502122,0.0517654482,37871.6693137924,44642489.37821857,Earth,False,25.3,False
419532862,(2016 BU),0.0121494041,0.0271668934,22529.0709810098,2239001.295997491,Earth,False,26.7,False
270257348,277475 (2005 WK4),0.2658,0.5943468684,61901.603043192,45243637.16905376,Earth,False,20.0,True
189927138,(2015 BC92),0.1160259082,0.2594418179,51514.2910316275,65879990.16009853,Earth,False,21.8,False
351948492,511808 (2015 FH120),0.4949427609,1.1067256584,90873.9855570071,62244430.24566096,Earth,False,18.65,False
131139719,(2012 TR231),0.04411182,0.0986370281,88473.0733118842,65528744.86310901,Earth,False,23.9,False
487623284,(2004 RO111),0.058150704,0.130028927,23586.9256672601,28356104.804381195,Earth,False,23.3,False
151949200,(2014 KU76),0.2111324448,0.4721064988,77457.4305945019,66171709.29775167,Earth,False,20.5,False
296374071,(2015 PG228),0.1058168859,0.2366137501,77911.4327976562,42539176.10291189,Earth,False,22.0,False
238476151,(2015 DA200),0.046190746,0.1032856481,37098.8620537216,28346442.45747533,Earth,False,23.8,False
197535847,(2014 WF497),0.2262324906,0.5058712276,65967.7978582398,26061085.35925967,Earth,False,20.35,False
50069093,(2012 BF86),0.0802703167,0.1794898848,89214.362046068,62326352.46275845,Earth,False,22.6,False
139677529,(2021 GN6),0.0107784169,0.0241012728,33986.6555173377,14594233.968246443,Earth,False,26.96,False
387027363,(2018 FH1),0.0127219879,0.0284472297,13362.3010905398,10647457.930477137,Earth,False,26.6,False
159791088,(2016 EJ56),0.1214940408,0.2716689341,112215.8610832187,72852769.73935308,Earth,False,21.7,True
277181083,(2017 OR19),0.046190746,0.1032856481,35022.1710832844,38143977.59249826,Earth,False,23.8,False
70728704,612443 (2002 RR25),0.1608996045,0.3597824532,59381.0553776674,51786066.74554506,Earth,False,21.09,False
458228378,(2014 DF80),0.0192555078,0.0430566244,28137.2828242823,28591650.136326563,Earth,False,25.7,False
126379957,409342 (2004 XM35),0.2821986791,0.6310154296,7036.88666755,48931101.05183377,Earth,False,19.87,False
462466546,(2022 EL5),0.0100590039,0.0224926165,35545.5254437788,31767659.531122856,Earth,False,27.11,False
419013783,(2008 SS),0.096506147,0.2157943048,60798.5615236417,52143662.00836269,Earth,False,22.2,False
364417581,267759 (2003 MC7),0.439091446,0.9818383215,42072.3897685402,36865331.58135835,Earth,False,18.91,False
424627011,163412 (2002 RV25),0.9474471126,2.118556149,74082.6415445915,25286079.83072063,Earth,False,17.24,False
348181207,(2017 HL1),0.0116025908,0.0259441818,24557.547382856,69962220.99547932,Earth,False,26.8,False
484147468,(2021 CO3),0.0185590173,0.0414992243,42663.4646988222,48944614.27231024,Earth,False,25.78,False
256140663,220909 (2005 EO1),0.6230960191,1.3932850552,101133.1109704644,59873587.71852141,Earth,False,18.15,False
267711114,(2019 AK3),0.0105816886,0.023661375,55167.2988512267,29118451.136764027,Earth,False,27.0,False
118929924,465098 (2006 UQ217),1.2780709882,2.8578536096,45468.5146192494,54848665.30694416,Earth,False,16.59,False
416358312,(2008 QB),0.1838886721,0.411187571,138680.2945045976,53908283.86593557,Earth,False,20.8,False
254335694,(2015 VV105),0.0058150704,0.0130028927,50645.9371674262,52137982.884263024,Earth,False,28.3,False
178103559,(2016 WZ7),0.0667659413,0.1492931834,16822.0153192502,9865523.028599696,Earth,False,23.0,False
385845765,(2013 KY5),0.3346223745,0.7482383761,78745.4052323508,53035218.57918809,Earth,False,19.5,False
81216134,(2011 AM24),0.2111324448,0.4721064988,56858.1803186281,69854610.49037606,Earth,False,20.5,True
167432934,(2012 VS76),0.0105816886,0.023661375,34041.4423589142,52586763.12021344,Earth,False,27.0,False
273122860,(2019 XH2),0.004411182,0.0098637028,13195.0105162025,18795605.175606284,Earth,False,28.9,False
405488126,(2018 PK20),0.0175612318,0.0392681082,42040.1742635916,46614218.16224769,Earth,False,25.9,False
472833165,(2016 SA),0.1925550782,0.4305662442,58588.8847194316,39173709.3982011,Earth,False,20.7,False
477306689,(2009 BG11),0.0880146521,0.1968067451,44223.7402872479,50999748.94023214,Earth,False,22.4,False
463917370,(2022 EK5),0.0310852938,0.0695088301,43193.9861811259,17141782.008062746,Earth,False,24.66,False
103566585,(2016 VT1),0.04411182,0.0986370281,32559.4426934879,41175409.93596728,Earth,False,23.9,False
424896981,468910 (2014 KQ76),0.1243240006,0.2779969165,41849.1710149806,51376766.74882825,Earth,False,21.65,True
417385389,(2019 PH1),0.0279611466,0.0625230245,81983.1936030768,32167205.10344482,Earth,False,24.89,False
223903130,(2018 DE1),0.0211132445,0.0472106499,31279.5613301844,33101392.3848069,Earth,False,25.5,False
59139913,(2009 BK2),0.0231502122,0.0517654482,40333.1414974596,21479720.21335837,Earth,False,25.3,False
134495726,(2006 MH10),0.102933082,0.2301653685,29005.0351122141,47979587.39004765,Earth,False,22.06,False
139184613,(2009 OS5),0.0350392641,0.0783501764,53590.487750307,69433120.64586039,Earth,False,24.4,False
128168531,(2014 WX202),0.0031956189,0.007145621,50284.3633875857,65327489.09830293,Earth,False,29.6,False
291851743,(2022 FX1),0.0185590173,0.0414992243,64102.6474322306,71826033.28692187,Earth,False,25.78,False
187567065,(2021 WW),0.037201031,0.0831840342,54762.002921984,72020711.71209724,Earth,False,24.27,False
258347923,518735 (2009 JL1),0.160160338,0.358129403,23376.6758750537,63369547.22405344,Earth,False,21.1,False
279112576,(2019 XL3),0.0105816886,0.023661375,52239.0900235482,52310342.24970097,Earth,False,27.0,False
145140203,(2010 PC73),0.1010543415,0.2259643771,53366.2941911494,61430568.0766094,Earth,False,22.1,False
77266929,(2019 WT1),0.0116025908,0.0259441818,26740.1003926391,12281045.083904494,Earth,False,26.8,False
126192724,(2016 FC13),0.1010543415,0.2259643771,91389.6726604805,47169550.45349177,Earth,False,22.1,False
143351244,(2021 CS),0.0421264611,0.0941976306,49506.1057694959,65885761.33176761,Earth,False,24.0,False
379960427,(2016 WN48),0.0291443905,0.0651688382,38769.9697020305,10295158.686573884,Earth,False,24.8,False
460307206,(2021 UL4),0.0385971268,0.0863057993,20232.7295566473,39615576.08826777,Earth,False,24.19,False
261142132,453729 (2011 BO24),0.4472547654,1.0000920588,47655.4437503813,26776649.68509269,Earth,False,18.87,True
297614592,(2010 RJ43),0.0483676488,0.1081533507,43386.6478404262,21714677.58079528,Earth,False,23.7,False
485642418,443837 (2000 TJ1),0.3180936332,0.7112789871,69496.5788754131,32075217.687337343,Earth,False,19.61,False
50945898,(2009 BL58),0.0305179233,0.0682401509,38319.8031982116,1821417.825862194,Earth,False,24.7,False
243772049,(2021 RZ3),0.0090898136,0.0203254411,53982.8609693083,65046181.074814565,Earth,False,27.33,False
429808694,(2016 RT1),0.1108038821,0.2477650126,71275.406631944,63570144.98262832,Earth,False,21.9,True
360096989,(2022 DA4),0.0501828101,0.1122121746,31106.2505266947,52286705.352407135,Earth,False,23.62,False
85450627,(2014 FZ),0.0105816886,0.023661375,63597.0901570675,68818733.48840956,Earth,False,27.0,False
357932799,(2018 CX),0.0242412481,0.0542050786,32341.2982885639,14041843.339598471,Earth,False,25.2,False
147428552,(2010 PC73),0.1010543415,0.2259643771,43804.4661334552,11833856.509451725,Earth,False,22.1,False
244177246,(2021 NR2),0.0113384836,0.0253536201,32540.3709753001,1551279.826533124,Earth,False,26.85,False
196273164,(2014 RF11),0.046190746,0.1032856481,26058.237454329,63230465.69535997,Earth,False,23.8,False
171919588,(2019 AD3),0.0167708462,0.0375007522,75712.7351221787,72510786.18113331,Earth,False,26.0,False
203388811,(2021 MQ1),0.065246163,0.1458948557,107134.8356477966,73307299.27576397,Earth,False,23.05,False
266078121,(2021 GC),0.0327005439,0.0731206391,31126.8249449688,7753622.132445023,Earth,False,24.55,False
95789257,(2021 WE3),0.0244655496,0.0547066321,52726.0815340736,39366730.8175292,Earth,False,25.18,False
139927623,(2020 UQ),0.0110803882,0.0247765013,77500.1644695392,29894581.0279342,Earth,False,26.9,False
266314586,(2010 AF30),0.1214940408,0.2716689341,31935.7384407122,26462482.698895853,Earth,False,21.7,True
285478044,(2014 HD124),0.3051792326,0.6824015094,33221.7571673609,69202326.0934726,Earth,False,19.7,False
108573480,163697 (2003 EF54),0.2658,0.5943468684,50757.5935932134,13719843.872681828,Earth,False,20.0,True
453231984,(2009 YS),0.0231502122,0.0517654482,25639.264322814,57383131.14766704,Earth,False,25.3,False
60823175,(2016 RG20),0.0506471459,0.1132504611,47089.5613103156,45080591.70716285,Earth,False,23.6,False
103174858,(2008 UX),0.1838886721,0.411187571,87623.0638114363,18827230.4944396,Earth,False,20.8,False
403526577,86667 (2000 FO10),0.8176265334,1.8282685088,51052.9443222427,44306508.22509556,Earth,False,17.56,False
230447410,(2018 UB3),0.0201629919,0.0450858206,70639.8836063296,48209124.422740206,Earth,False,25.6,False
357237411,(2018 DY3),0.0192555078,0.0430566244,28810.6700800096,2021932.587538802,Earth,False,25.7,False
360931281,(2013 FD8),0.0192555078,0.0430566244,50251.6669033177,25698278.690082926,Earth,False,25.7,False
230211992,(2021 BZ),0.0296862251,0.0663804174,34050.0143581597,70037244.89575623,Earth,False,24.76,False
64302880,537829 (2015 XY378),0.3094246986,0.69189466,61660.7259254874,36687065.92745515,Earth,False,19.67,False
100740365,(2012 QZ16),0.0211132445,0.0472106499,47536.5717124186,2681638.519813168,Earth,False,25.5,False
189505517,(2015 OF26),0.1209358264,0.2704207287,62826.5586726166,56972734.65840227,Earth,False,21.71,False
401101895,(2022 CT4),0.0464039528,0.1037623929,24131.056116375,17259036.025700036,Earth,False,23.79,False
103270123,523590 (2001 QC96),0.1677084622,0.3750075218,59755.625452377,17339376.335081,Earth,False,21.0,False
430197867,(2020 LT1),0.0667659413,0.1492931834,29605.234837202,18786323.510400217,Earth,False,23.0,False
312261481,455146 (1993 FS),0.3195618867,0.7145621017,20722.9233250354,54403559.65843432,Earth,False,19.6,False
499517299,(2006 VG13),0.1394938229,0.3119176705,50501.1607485955,62719669.69232062,Earth,False,21.4,True
237981922,(2014 RK17),0.0921626549,0.2060819612,51930.3106763881,31025185.39083636,Earth,False,22.3,False
154876304,(2021 RV4),0.024019003,0.0537081235,42209.3755464264,26876310.140510123,Earth,False,25.22,False
231953412,(2018 EF1),0.0384197891,0.0859092601,30626.0250153857,72254086.79782294,Earth,False,24.2,False
125518587,(2014 OH112),0.0133215567,0.0297879063,19952.3938603677,4793777.530897519,Earth,False,26.5,False
186480789,(2016 LC2),0.1214940408,0.2716689341,49188.543696931,36217430.731161214,Earth,False,21.7,False
305331774,(2018 RC8),0.2016299194,0.4508582062,32347.6895336704,49844462.88851208,Earth,False,20.6,False
264072761,(2021 TO3),0.0140784543,0.0314803809,23997.5051354506,55227810.41221144,Earth,False,26.38,False
438834214,(2012 GX11),0.1529519353,0.3420109247,22969.910055084,23271705.765322298,Earth,False,21.2,False
69545362,(2016 WT3),0.0050647146,0.0113250461,52299.5047851794,363421.710899667,Earth,False,28.6,False
338987683,(2021 GK2),0.0576175751,0.1288368146,84830.491185259,36212946.11613393,Earth,False,23.32,False
312032769,162361 (2000 AF6),0.2492039814,0.5572370428,47446.3863177988,61366191.3858557,Earth,False,20.14,True
176118347,(2006 FL10),0.1332155667,0.2978790628,36577.2345260688,71886895.53475481,Earth,False,21.5,False
494122044,(2021 PP26),0.0363542322,0.0812905344,12294.1194718096,42672362.36850311,Earth,False,24.32,False
92246390,(2004 EJ1),0.1214940408,0.2716689341,35349.0209495873,11992248.699676692,Earth,False,21.7,False
159265962,(2021 WD6),0.0322518756,0.0721173863,53286.1059825068,48816181.59871655,Earth,False,24.58,False
407628578,(2012 BE14),0.0699125232,0.1563291544,41553.8109124049,61493492.06732688,Earth,False,22.9,False
399286132,(2020 BR2),0.0183888672,0.0411187571,15121.20409289,29303907.46660516,Earth,False,25.8,False
396597917,(2021 CW2),0.0073207399,0.016369672,20494.1589479176,13235573.06797218,Earth,False,27.8,False
112045694,387717 (2003 DN4),0.3895426161,0.8710437698,85025.170923912,45892134.436039,Earth,False,19.17,False
315225876,(2020 RB4),0.0030517923,0.0068240151,37878.1199347568,47450270.21327592,Earth,False,29.7,False
466491095,(2021 TW2),0.0189040552,0.0422707525,14929.2036165425,2716567.184012887,Earth,False,25.74,False
340032424,(2016 RO20),0.0096506147,0.0215794305,56342.3985120424,942145.888046081,Earth,False,27.2,False
392007113,(2019 AU),0.0121494041,0.0271668934,11209.4473425675,2987687.024082341,Earth,False,26.7,False
221547975,(2016 AK193),0.1058168859,0.2366137501,37061.2321460165,43965432.0527563,Earth,False,22.0,False
350508682,(2001 VF75),0.1265187745,0.2829045802,29632.1682168508,66602712.48969468,Earth,False,21.612,False
353178314,230089 (2000 WP148),0.3824326621,0.8551454293,41357.3461117243,56717593.92033964,Earth,False,19.21,False
89207940,612050 (1997 GL3),0.3949616937,0.8831611957,89523.633047854,6246635.721974683,Earth,False,19.14,True
424837811,303262 (2004 RJ84),0.4972273129,1.1118340719,77839.5728176798,71115283.21502268,Earth,False,18.64,False
90395692,(2020 UU1),0.0053034072,0.0118587791,90830.3147659393,62322142.58421942,Earth,False,28.5,False
349935478,468540 (2006 MD12),0.3503926411,0.7835017643,74370.3851895199,48108405.60727189,Earth,False,19.4,False
137435922,333889 (1998 SV4),0.6259720997,1.3997161669,92271.1866407654,54968111.29241183,Earth,False,18.14,False
497754440,(2020 HK7),0.1139081967,0.2547064711,53852.2418009812,71677123.07345091,Earth,False,21.84,False
190048482,(2008 EJ85),0.0253837029,0.0567596853,27783.4785393905,63180735.0699131,Earth,False,25.1,False
422275375,(2022 GP3),0.0128989683,0.02884297,29939.7965328113,8189433.399929831,Earth,False,26.57,False
361698278,(2020 JN3),0.0088014652,0.0196806745,16371.4643197167,7461491.660488531,Earth,False,27.4,False
67498831,(2009 BK2),0.0231502122,0.0517654482,24416.0043575885,30150932.6261164,Earth,False,25.3,False
322349691,(2022 CW4),0.0560473362,0.1253256538,60362.8120154646,50786960.5110701,Earth,False,23.38,False
123056725,(2009 FE),0.1460679643,0.3266178974,73472.5807914938,54416041.02760246,Earth,False,21.3,True
288618790,(2020 BH7),0.0073207399,0.016369672,28095.410660869,4695489.591057978,Earth,False,27.8,False
264430343,415711 (1998 WT7),0.4154846434,0.9290519063,70795.1038968302,43425237.71957539,Earth,False,19.03,False
418743905,(2002 VQ14),0.160160338,0.358129403,15792.8916442896,43774411.32542201,Earth,False,21.1,False
262595142,(2018 VU8),0.0069912523,0.0156329154,17382.7588843186,24069894.071860988,Earth,False,27.9,False
487385715,(2022 FP),0.0343997255,0.0769201245,51208.4313437558,24360139.595695693,Earth,False,24.44,False
104563463,(2021 AB7),0.0075258399,0.0168282897,70817.2830015595,70712033.86871567,Earth,False,27.74,False
430982729,(2015 YJ1),0.0080270317,0.0179489885,44204.2805975162,33901901.208625674,Earth,False,27.6,False
426587069,(2019 SE3),0.0242412481,0.0542050786,35531.5808784272,41334479.34078995,Earth,False,25.2,False
462494294,(2018 TP2),0.0667659413,0.1492931834,18990.806511102,20742549.302603584,Earth,False,23.0,False
473387693,(2010 XG64),0.0069495227,0.0155396051,15608.780623518,3905659.511993418,Earth,False,27.913,False
116728728,274855 (2009 RB4),0.5527833794,1.2360612132,14143.7547437078,58070487.73296668,Earth,False,18.41,False
351804191,(2006 SO78),0.4212646106,0.9419763057,55461.9234113586,36570072.94314122,Earth,False,19.0,False
474793344,(2020 WX2),0.0110803882,0.0247765013,46079.426332534,1544671.430384596,Earth,False,26.9,False
146876243,(2020 JQ1),0.0160160338,0.0358129403,48027.6199243282,2860833.610322892,Earth,False,26.1,False
478358527,(2020 TB),0.0298232505,0.0666868155,27928.784169727,4415464.474023377,Earth,False,24.75,False
262164662,(2015 DR215),0.2101623793,0.4699373665,47301.909020716,22056196.20379485,Earth,False,20.51,True
191755761,613995 (2008 NP3),0.0722029558,0.1614507173,58721.4651487036,32632223.48507376,Earth,False,22.83,False
241130826,(2022 EK6),0.0163890951,0.0366471308,39488.404750047,59183991.39879148,Earth,False,26.05,False
162934897,(2016 OY2),0.4411182,0.9863702813,53761.9966664774,16143185.812565776,Earth,False,18.9,False
339604972,(2020 PU4),0.0421264611,0.0941976306,31218.3171992308,54875266.53091138,Earth,False,24.0,False
110832467,(2018 BM3),0.1108038821,0.2477650126,96644.0439634871,53265289.49675911,Earth,False,21.9,True
481267008,(2021 AG8),0.1480999721,0.331161605,23264.6042299145,56628157.851025656,Earth,False,21.27,False
88373130,(2015 DQ),0.0253837029,0.0567596853,47881.249847343,15416407.630397549,Earth,False,25.1,False
71683610,526742 (2006 WR127),0.2315021222,0.5176544822,72052.9671632742,67307549.36170703,Earth,False,20.3,False
55443520,(2008 CQ116),0.04411182,0.0986370281,46460.2018661536,8562167.338880407,Earth,False,23.9,False
211213818,(2017 XJ61),0.5064714588,1.1325046106,61757.5648556196,39169112.55485174,Earth,False,18.6,False
258090090,(2021 RH12),0.0052547853,0.0117500571,18721.9243368506,39601708.560196,Earth,False,28.52,False
349111401,(2014 GQ45),0.0211132445,0.0472106499,64320.842530958,55420682.51790549,Earth,False,25.5,False
274777748,(2018 BD6),0.1838886721,0.411187571,102920.5978388248,39875893.91493813,Earth,False,20.8,True
374233715,(2016 SW1),0.0053034072,0.0118587791,22939.9969727665,62124484.07971493,Earth,False,28.5,False
440351729,(2017 DB38),0.0421264611,0.0941976306,36417.8998301065,40917419.37344093,Earth,False,24.0,False
226498709,(2009 WC54),0.0365220357,0.0816657545,36326.0692235455,18484362.48369284,Earth,False,24.31,False
246078067,(2022 FL1),0.0037718549,0.0084341239,26985.5324103102,69168639.70494515,Earth,False,29.24,False
246039097,(2020 TK2),0.022108281,0.0494356193,39092.4691732447,20978009.004728165,Earth,False,25.4,False
161204880,377732 (2005 XJ8),1.0340819954,2.312277636,57962.9262000798,61185881.59673725,Earth,False,17.05,True
438551090,(2021 AV4),0.1724070324,0.3855138443,29644.9357111904,48712832.25430215,Earth,False,20.94,False
373929909,275976 (2001 XV10),1.4674218336,3.2812549716,60791.6379180204,45239807.568300255,Earth,False,16.29,False
187697251,453707 (2010 XY72),0.4619074603,1.0328564805,56503.0598871035,38912463.750581205,Earth,False,18.8,True
416888842,(2010 XJ3),0.1529519353,0.3420109247,97384.0465430737,67378827.16676147,Earth,False,21.2,False
441545465,523638 (2010 MQ1),0.2210828104,0.4943561926,91067.1686787377,42378150.30202472,Earth,False,20.4,False
110436881,(2021 WD2),0.0455569852,0.1018685158,19119.6164656822,27305819.20876672,Earth,False,23.83,False
65166986,(2006 BA8),0.040230458,0.0899580388,19800.7026009337,26844683.78945151,Earth,False,24.1,False
266224263,(2020 UZ),0.1010543415,0.2259643771,77030.0577987343,36874837.4339324,Earth,False,22.1,False
376794973,(2020 KD2),0.1756123185,0.3926810818,80839.9891194617,65759596.20284824,Earth,False,20.9,False
427609234,(2013 RM43),0.2658,0.5943468684,52488.808558862,33965807.0849629,Earth,False,20.0,False
